model,Mistral-7B,Llama-7B,Llama-13B,Llama3-8B,Gemma-2B,Llama-70B,EM,Llama3-70B,GPT-4,JudgeLM,Contains,HumanJudgement
llama2-7b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,True,False,False,True,False,True,True,False,False,True
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,False,True,True,True,False,True,True,True,False,True
llama2-7b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-base,True,True,False,True,True,True,False,False,True,False,True,True
llama2-7b-base,True,True,False,True,True,True,False,True,False,False,False,False
llama2-7b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-base,False,False,False,True,False,False,False,False,False,False,False,False
llama2-7b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,False,False,True,True,True,False,True,True,False,False,True
llama2-7b-base,True,True,False,True,False,True,False,True,True,False,False,True
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,False,False,True,True,False,True,True,True,False,True
llama2-7b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-7b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-7b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-base,True,True,False,True,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,True,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,False,False,True,True,True,True,True,False,True,True
llama2-13b-base,True,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,False,True,False,True,False,False,False,True,False,False
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,False,True,True,True,True,False,True,True,False,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,False,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,True,False,False,False,True,True,False,False,False
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,True,False,True,True,True,False,True,True,False,False,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,True,True,False,False,False,False,False,False,False
llama2-13b-base,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,True,False,True,True,False,False,False
llama2-13b-base,True,False,False,True,True,True,False,True,True,False,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,False,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,True,False,False,False,False,False,False,False,False
llama2-13b-base,True,False,False,False,True,True,False,True,True,False,False,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,True,False,True,True,True,False,True,True,False,False,True
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,True,True,True,True,True,False,False,True,True,False,False
llama2-13b-base,True,True,True,True,True,True,False,True,True,False,False,True
llama2-13b-base,False,False,False,False,False,False,False,True,False,False,False,False
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,False,False,True,True,True,False,True,True,False,False,True
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,True,False,True,True,True,True,False,True,True
llama2-13b-base,True,True,False,True,True,True,False,True,False,True,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-base,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,False,False,True,True,True,False,False,False,True,False,False
llama2-13b-base,True,True,True,True,True,True,False,True,True,False,False,True
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,False,False,True,False,False,False,False,False,True,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,False,True,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-base,False,False,False,False,False,False,False,True,False,False,False,False
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,False,False,True,True,True,False,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,True,True,True,False,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,True,False,True,True,True,True,True,True,True,True,True
llama2-13b-base,True,False,True,True,True,True,False,True,True,False,False,False
llama2-13b-base,True,True,True,True,False,True,False,True,True,False,False,True
llama2-13b-base,True,True,True,True,True,True,True,True,True,True,True,True
